order_id,product_id,order_date,amount
536381,21166,2010-12-01,1.95
536381,21175,2010-12-01,4.20
536381,37444A,2010-12-01,2.95
536381,37444C,2010-12-01,2.95
536381,22086,2010-12-01,11.80
536381,22083,2010-12-01,2.95
536381,84971S,2010-12-01,5.10
536381,71270,2010-12-01,3.75
536381,47580,2010-12-01,5.10
536381,22261,2010-12-01,0.85
536381,84832,2010-12-01,0.85
536381,22644,2010-12-01,1.45
536381,21533,2010-12-01,4.95
536381,21557,2010-12-01,5.90
536381,15056BL,2010-12-01,11.90
536381,15056N,2010-12-01,11.90
536381,22646,2010-12-01,5.80
536381,22176,2010-12-01,2.95
536381,22438,2010-12-01,1.95
536381,21731,2010-12-01,3.30
536381,22778,2010-12-01,11.85
536381,22719,2010-12-01,38.16
536381,21523,2010-12-01,67.50
C536379,D,2010-12-01,-27.50
536382,10002,2010-12-01,10.20
536382,21912,2010-12-01,30.00
536382,21832,2010-12-01,19.80
536382,22411,2010-12-01,19.50
536382,22379,2010-12-01,21.00
536382,22381,2010-12-01,92.50
536382,22798,2010-12-01,23.60
536382,22726,2010-12-01,15.00
536382,22926,2010-12-01,71.40
536382,22839,2010-12-01,29.90
536382,22838,2010-12-01,29.90
536382,22783,2010-12-01,67.80
C536383,35004C,2010-12-01,-4.65
536384,82484,2010-12-01,19.35
536384,84755,2010-12-01,31.20
536384,22464,2010-12-01,19.80
536384,21324,2010-12-01,17.70
536384,22457,2010-12-01,35.40
536384,22469,2010-12-01,58.00
536384,22470,2010-12-01,102.00
536384,22224,2010-12-01,17.70
536384,21340,2010-12-01,25.50
536384,22189,2010-12-01,15.80
536384,22427,2010-12-01,17.85
536384,22428,2010-12-01,41.70
536384,22424,2010-12-01,87.60
536385,22783,2010-12-01,19.95
536385,22961,2010-12-01,17.40
536385,22960,2010-12-01,25.50
536385,22663,2010-12-01,19.50
536385,85049A,2010-12-01,15.00
536385,22168,2010-12-01,17.00
536385,22662,2010-12-01,16.50
536386,84880,2010-12-01,178.20
536386,85099C,2010-12-01,165.00
536386,85099B,2010-12-01,165.00
536387,79321,2010-12-01,733.44
536387,22780,2010-12-01,647.04
536387,22779,2010-12-01,647.04
536387,22466,2010-12-01,626.40
536387,21731,2010-12-01,540.00
536388,21754,2010-12-01,17.85
536388,21755,2010-12-01,17.85
536388,21523,2010-12-01,15.90
536388,21363,2010-12-01,14.85
536388,21411,2010-12-01,12.75
536388,22318,2010-12-01,17.70
536388,22464,2010-12-01,19.80
536388,22915,2010-12-01,5.04
536388,22922,2010-12-01,10.20
536388,22969,2010-12-01,17.40
536388,22923,2010-12-01,10.20
536388,21115,2010-12-01,27.00
536388,22469,2010-12-01,19.80
536388,22242,2010-12-01,19.80
536389,22941,2010-12-01,51.00
536389,21622,2010-12-01,39.60
536389,21791,2010-12-01,15.00
536389,35004C,2010-12-01,32.70
536389,35004G,2010-12-01,25.40
536389,85014B,2010-12-01,35.70
536389,85014A,2010-12-01,17.85
536389,22193,2010-12-01,17.00
536389,22726,2010-12-01,15.00
536389,22727,2010-12-01,15.00
536389,22192,2010-12-01,17.00
536389,22191,2010-12-01,17.00
536389,22195,2010-12-01,39.60
536389,22196,2010-12-01,20.40
536390,22941,2010-12-01,17.00
536390,22960,2010-12-01,45.00
536390,22961,2010-12-01,17.40
536390,22962,2010-12-01,34.56
536390,22963,2010-12-01,34.56
536390,22968,2010-12-01,68.00
536390,84970S,2010-12-01,92.16
536390,22910,2010-12-01,102.00
536390,20668,2010-12-01,28.80
536390,85123A,2010-12-01,163.20
536390,22197,2010-12-01,72.00
536390,22198,2010-12-01,72.50
536390,21533,2010-12-01,51.00
536390,21080,2010-12-01,61.44
536390,21094,2010-12-01,61.44
536390,21086,2010-12-01,31.20
536390,21786,2010-12-01,46.08
536390,22654,2010-12-01,198.00
536390,21485,2010-12-01,102.00
536390,84029G,2010-12-01,81.36
536390,84030E,2010-12-01,90.00
536390,22174,2010-12-01,71.04
536390,22969,2010-12-01,120.00
536390,85099B,2010-12-01,165.00
C536391,22556,2010-12-01,-19.80
C536391,21984,2010-12-01,-6.96
C536391,21983,2010-12-01,-6.96
C536391,21980,2010-12-01,-6.96
C536391,21484,2010-12-01,-41.40
C536391,22557,2010-12-01,-19.80
C536391,22553,2010-12-01,-39.60
536392,22150,2010-12-01,11.70
536392,22619,2010-12-01,15.00
536392,21891,2010-12-01,15.00
536392,21889,2010-12-01,15.00
536392,22827,2010-12-01,165.00
536392,22127,2010-12-01,15.00
536392,22128,2010-12-01,15.00
536392,22502,2010-12-01,23.80
536392,84879,2010-12-01,27.04
536392,22338,2010-12-01,15.60
536393,22180,2010-12-01,79.60
536394,21506,2010-12-01,10.08
536394,22633,2010-12-01,177.60
536394,22866,2010-12-01,177.60
536394,22865,2010-12-01,177.60
536394,22632,2010-12-01,177.60
536394,21485,2010-12-01,59.40
536394,22349,2010-12-01,45.00
536394,22558,2010-12-01,60.00
536394,85152,2010-12-01,25.20
536394,85123A,2010-12-01,81.60
536394,22652,2010-12-01,33.00
536395,22188,2010-12-01,31.60
536395,84879,2010-12-01,54.08
536395,21977,2010-12-01,13.20
536395,84991,2010-12-01,13.20
536395,21212,2010-12-01,13.20
536395,21484,2010-12-01,27.60
536395,21314,2010-12-01,16.80
536395,22730,2010-12-01,15.00
536395,22727,2010-12-01,30.00
536395,22729,2010-12-01,30.00
536395,22726,2010-12-01,30.00
536395,22114,2010-12-01,31.60
536395,22867,2010-12-01,100.80
536395,22866,2010-12-01,100.80
536396,85123A,2010-12-01,15.30
536396,71053,2010-12-01,20.34
536396,84406B,2010-12-01,22.00
536396,15056BL,2010-12-01,29.70
536396,20679,2010-12-01,29.70
536396,37370,2010-12-01,6.36
536396,21871,2010-12-01,6.36
536396,21071,2010-12-01,6.36
536396,21068,2010-12-01,6.36
536396,82483,2010-12-01,9.90
536396,82486,2010-12-01,27.80
536396,82482,2010-12-01,12.60
536396,82494L,2010-12-01,30.60
536396,84029G,2010-12-01,20.34
536396,84029E,2010-12-01,20.34
536396,22752,2010-12-01,15.30
536396,22803,2010-12-01,71.50
536396,21730,2010-12-01,25.50
536397,35004B,2010-12-01,55.80
536397,35004C,2010-12-01,223.20
536398,21980,2010-12-01,6.96
536398,21844,2010-12-01,17.70
536398,22468,2010-12-01,27.00
536398,22637,2010-12-01,20.40
536398,22752,2010-12-01,51.00
536398,48185,2010-12-01,15.90
536398,22632,2010-12-01,25.20
536398,22866,2010-12-01,25.20
536398,22865,2010-12-01,25.20
536398,21232,2010-12-01,15.00
536398,22064,2010-12-01,19.80
536398,22449,2010-12-01,20.10
536398,22114,2010-12-01,15.80
536398,22835,2010-12-01,37.20
536398,22112,2010-12-01,44.55
536398,21479,2010-12-01,15.00
536398,22111,2010-12-01,44.55
536399,22632,2010-12-01,11.10
536399,22633,2010-12-01,11.10
536400,22969,2010-12-01,17.40
536401,22110,2010-12-01,2.55
536401,22098,2010-12-01,1.25
536401,22100,2010-12-01,2.50
536401,22766,2010-12-01,2.95
536401,22451,2010-12-01,3.35
536401,22549,2010-12-01,1.45
536401,84744,2010-12-01,1.25
536401,85049E,2010-12-01,2.50
536401,21328,2010-12-01,1.65
536401,22961,2010-12-01,5.80
536401,17091A,2010-12-01,1.25
536401,22473,2010-12-01,4.95
536401,84509A,2010-12-01,7.50
536401,84510A,2010-12-01,2.50
536401,22767,2010-12-01,19.90
536401,22768,2010-12-01,9.95
536401,21463,2010-12-01,5.95
536401,21464,2010-12-01,4.25
536401,20820,2010-12-01,14.85
536401,85150,2010-12-01,2.55
536401,22117,2010-12-01,2.95
536401,21169,2010-12-01,3.38
536401,48129,2010-12-01,7.95
536401,82580,2010-12-01,0.55
536401,82578,2010-12-01,0.55
536401,82581,2010-12-01,1.10
536401,22413,2010-12-01,11.80
536401,21907,2010-12-01,4.20
536401,22441,2010-12-01,2.10
536401,21122,2010-12-01,1.25
536401,22851,2010-12-01,0.85
536401,84991,2010-12-01,1.65
536401,22810,2010-12-01,2.95
536401,22809,2010-12-01,2.95
536401,22435,2010-12-01,2.50
536401,20966,2010-12-01,3.75
536401,20963,2010-12-01,1.25
536401,20961,2010-12-01,1.25
536401,22068,2010-12-01,3.30
536401,21743,2010-12-01,5.90
536401,21744,2010-12-01,5.90
536401,84709B,2010-12-01,5.95
536401,21592,2010-12-01,1.25
536401,21587,2010-12-01,5.10
536401,20992,2010-12-01,7.65
536401,22662,2010-12-01,1.65
536401,85123A,2010-12-01,11.80
536401,22804,2010-12-01,8.85
536401,82483,2010-12-01,5.95
536401,20749,2010-12-01,7.95
536401,20725,2010-12-01,1.65
536401,22382,2010-12-01,3.30
536401,20726,2010-12-01,1.65
536401,22384,2010-12-01,1.65
536401,22467,2010-12-01,12.75
536401,84625C,2010-12-01,8.85
536401,84625A,2010-12-01,8.85
536401,21108,2010-12-01,22.95
536401,22848,2010-12-01,16.95
536401,21033,2010-12-01,11.80
536401,47570B,2010-12-01,10.65
536401,84030E,2010-12-01,4.25
536401,22428,2010-12-01,13.90
536401,22502,2010-12-01,11.90
536402,22086,2010-12-01,102.00
536402,22910,2010-12-01,102.00
536402,22837,2010-12-01,153.00
536403,22867,2010-12-01,177.60
536403,POST,2010-12-01,15.00
536404,22297,2010-12-01,30.00
536404,22771,2010-12-01,15.00
536404,22772,2010-12-01,15.00
536404,22773,2010-12-01,15.00
536404,22805,2010-12-01,15.00
536404,22469,2010-12-01,19.80
536404,22197,2010-12-01,30.60
536404,21125,2010-12-01,15.00
536404,21126,2010-12-01,15.00
536404,85049C,2010-12-01,15.00
536404,85049D,2010-12-01,15.00
536404,85049E,2010-12-01,15.00
536404,85049G,2010-12-01,15.00
536404,21061,2010-12-01,10.20
536404,21063,2010-12-01,10.20
536404,21062,2010-12-01,10.20
536404,84380,2010-12-01,15.00
536404,84378,2010-12-01,15.00
536404,22964,2010-12-01,25.20
536404,21213,2010-12-01,13.20
536404,22417,2010-12-01,13.20
536404,21212,2010-12-01,13.20
536404,84992,2010-12-01,13.20
536404,21975,2010-12-01,13.20
536404,22383,2010-12-01,16.50
536404,20728,2010-12-01,16.50
536404,20727,2010-12-01,16.50
536404,22296,2010-12-01,39.60
536405,20914,2010-12-01,326.40
536406,85123A,2010-12-01,20.40
536406,71053,2010-12-01,27.12
536406,84406B,2010-12-01,22.00
536406,20679,2010-12-01,29.70
536406,37370,2010-12-01,6.36
536406,21871,2010-12-01,6.36
536406,21071,2010-12-01,6.36
536406,21068,2010-12-01,6.36
536406,82483,2010-12-01,19.80
536406,82486,2010-12-01,27.80
536406,82482,2010-12-01,12.60
536406,82494L,2010-12-01,15.30
536406,84029G,2010-12-01,20.34
536406,84029E,2010-12-01,20.34
536406,22752,2010-12-01,15.30
536406,22803,2010-12-01,71.50
536406,21730,2010-12-01,25.50
536407,22632,2010-12-01,11.10
536407,22633,2010-12-01,11.10
536408,22537,2010-12-01,10.08
536408,22533,2010-12-01,10.08
536408,20982,2010-12-01,10.20
536408,21832,2010-12-01,19.80
536408,21915,2010-12-01,15.00
536408,21914,2010-12-01,15.00
536408,21544,2010-12-01,10.20
536408,22813,2010-12-01,23.40
536408,22114,2010-12-01,15.80
536408,84029E,2010-12-01,15.00
536408,21479,2010-12-01,15.00
536408,22964,2010-12-01,12.60
536408,84375,2010-12-01,25.20
536408,22418,2010-12-01,20.40
536408,22178,2010-12-01,15.00
536408,84970L,2010-12-01,11.40
536408,21733,2010-12-01,17.70
536408,22465,2010-12-01,19.80
536408,84949,2010-12-01,9.90
536408,20685,2010-12-01,15.90
536408,48194,2010-12-01,15.90
536408,22488,2010-12-01,19.80
536408,22219,2010-12-01,10.20
536408,84879,2010-12-01,13.52
536408,21754,2010-12-01,17.85
536408,21755,2010-12-01,17.85
536408,22766,2010-12-01,23.60
536408,22610,2010-12-01,30.60
536408,22716,2010-12-01,5.04
536408,22706,2010-12-01,10.50
536408,22371,2010-12-01,17.00
536408,85014B,2010-12-01,17.85
536408,85014A,2010-12-01,17.85
536408,84997B,2010-12-01,22.50
536408,21212,2010-12-01,13.20
536408,21210,2010-12-01,17.40
536408,22914,2010-12-01,14.85
536408,22553,2010-12-01,19.80
536408,16237,2010-12-01,6.30
536408,22714,2010-12-01,5.04
536408,22812,2010-12-01,23.40
536408,84347,2010-12-01,15.30
536408,21587,2010-12-01,30.60
536408,22736,2010-12-01,16.50
536408,22492,2010-12-01,23.40
536408,22620,2010-12-01,15.00
536408,22619,2010-12-01,15.00
536408,21705,2010-12-01,19.80
536409,90199C,2010-12-01,19.05
536409,21479,2010-12-01,3.75
536409,22111,2010-12-01,4.95
536409,22785,2010-12-01,6.75
536409,22975,2010-12-01,1.25
536409,22972,2010-12-01,1.65
536409,22866,2010-12-01,2.10
536409,22568,2010-12-01,3.75
536409,85116,2010-12-01,2.10
536409,22664,2010-12-01,2.10
536409,21609,2010-12-01,2.95
536409,21866,2010-12-01,1.25
536409,20669,2010-12-01,1.25
536409,90129F,2010-12-01,2.95
536409,90210B,2010-12-01,2.95
536409,90199C,2010-12-01,6.35
536409,21955,2010-12-01,7.95
536409,72802C,2010-12-01,4.25
536409,22109,2010-12-01,3.75
536409,85116,2010-12-01,10.50
536409,22531,2010-12-01,0.42
536409,21811,2010-12-01,1.25
536409,22183,2010-12-01,6.75
536409,21678,2010-12-01,5.10
536409,21676,2010-12-01,5.10
536409,84625A,2010-12-01,2.95
536409,84625C,2010-12-01,8.85
536409,21931,2010-12-01,3.90
536409,85169B,2010-12-01,15.00
536409,16238,2010-12-01,5.88
536409,20668,2010-12-01,2.88
536409,84906,2010-12-01,5.95
536409,21867,2010-12-01,1.25
536409,22075,2010-12-01,1.65
536409,21866,2010-12-01,1.25
536409,21326,2010-12-01,7.80
536409,21065,2010-12-01,5.95
536409,22074,2010-12-01,1.65
536409,22900,2010-12-01,2.95
536409,20713,2010-12-01,1.95
536409,20966,2010-12-01,2.50
536409,21116,2010-12-01,4.95
536409,90199C,2010-12-01,12.70
536409,22633,2010-12-01,2.10
536409,22866,2010-12-01,2.10
536409,22198,2010-12-01,1.65
536409,21824,2010-12-01,4.35
536409,21823,2010-12-01,4.35
536409,22153,2010-12-01,2.52
536409,22197,2010-12-01,1.70
536409,85099B,2010-12-01,3.90
536409,85099F,2010-12-01,1.95
536409,20717,2010-12-01,1.25
536409,20723,2010-12-01,0.85
536409,22900,2010-12-01,2.95
536409,21980,2010-12-01,3.48
536409,22111,2010-12-01,4.95
536409,22112,2010-12-01,4.95
536412,20728,2010-12-01,4.95
536412,22382,2010-12-01,4.95
536412,22326,2010-12-01,2.95
536412,22662,2010-12-01,6.60
536412,22383,2010-12-01,4.95
536412,20727,2010-12-01,4.95
536412,22328,2010-12-01,2.95
536412,22327,2010-12-01,2.95
536412,22630,2010-12-01,1.95
536412,22629,2010-12-01,1.95
536412,21245,2010-12-01,1.69
536412,21244,2010-12-01,1.69
536412,21242,2010-12-01,1.69
536412,21243,2010-12-01,1.69
536412,22327,2010-12-01,2.95
536412,22273,2010-12-01,2.95
536412,22940,2010-12-01,12.75
536412,22652,2010-12-01,8.25
536412,22759,2010-12-01,1.65
536412,21880,2010-12-01,6.50
536412,21738,2010-12-01,2.95
536412,22077,2010-12-01,1.65
536412,85049E,2010-12-01,3.75
536412,22961,2010-12-01,34.80
536412,21448,2010-12-01,3.30
536412,22837,2010-12-01,13.95
536412,22749,2010-12-01,7.50
536412,22940,2010-12-01,4.25
536412,22749,2010-12-01,3.75
536412,22077,2010-12-01,3.30
536412,21738,2010-12-01,5.90
536412,85049E,2010-12-01,1.25
536412,22243,2010-12-01,9.90
536412,22141,2010-12-01,2.10
536412,22144,2010-12-01,4.20
536412,22243,2010-12-01,4.95
536412,22077,2010-12-01,11.55
536412,21448,2010-12-01,1.65
536412,22759,2010-12-01,8.25
536412,22242,2010-12-01,8.25
536412,85049E,2010-12-01,15.00
536412,21731,2010-12-01,8.25
536412,22243,2010-12-01,1.65
536412,21739,2010-12-01,5.90
536412,21738,2010-12-01,14.75
536412,22271,2010-12-01,5.90
536412,22273,2010-12-01,2.95
536412,22274,2010-12-01,5.90
536412,22749,2010-12-01,3.75
536412,22751,2010-12-01,7.50
536412,21034,2010-12-01,0.95
536412,22273,2010-12-01,5.90
536412,22568,2010-12-01,11.25
536412,22141,2010-12-01,2.10
536412,22144,2010-12-01,2.10
536412,22570,2010-12-01,11.25
536412,22569,2010-12-01,7.50
536412,21448,2010-12-01,1.65
536412,22086,2010-12-01,2.95
536412,22569,2010-12-01,7.50
536412,21448,2010-12-01,3.30
536412,22968,2010-12-01,39.80
536412,22902,2010-12-01,14.70
536412,21448,2010-12-01,3.30
536412,22902,2010-12-01,14.70
536412,21710,2010-12-01,4.95
536412,21708,2010-12-01,4.95
536412,21711,2010-12-01,4.95
536412,22179,2010-12-01,13.50
536412,22197,2010-12-01,4.25
536412,22900,2010-12-01,5.90
536412,21706,2010-12-01,4.95
536412,22468,2010-12-01,13.50
536412,20725,2010-12-01,1.65
536412,85184C,2010-12-01,2.95
536412,21708,2010-12-01,4.95
536412,22900,2010-12-01,5.90
536412,21706,2010-12-01,4.95
536412,22988,2010-12-01,7.50
536412,85184C,2010-12-01,2.95
536412,20750,2010-12-01,7.95
536414,22139,2010-12-01,0.00
536415,22952,2010-12-01,5.50
536415,22910,2010-12-01,14.75
536415,22739,2010-12-01,4.95
536415,22738,2010-12-01,4.95
536415,22736,2010-12-01,4.95
536415,22909,2010-12-01,4.25
536415,35591T,2010-12-01,2.50
536415,22186,2010-12-01,14.75
536415,22695,2010-12-01,4.35
536415,22470,2010-12-01,2.95
536415,22580,2010-12-01,5.95
536415,22469,2010-12-01,8.25
536415,22147,2010-12-01,5.80
536415,22130,2010-12-01,5.10
536415,21791,2010-12-01,3.75
536415,22694,2010-12-01,10.50
536415,21790,2010-12-01,2.55
536415,22149,2010-12-01,8.40
536415,22900,2010-12-01,8.85
536415,22961,2010-12-01,4.35
536415,22321,2010-12-01,10.20
536415,22594,2010-12-01,4.25
536415,22593,2010-12-01,3.40
536415,22595,2010-12-01,5.10
536415,21986,2010-12-01,3.48
536415,22750,2010-12-01,7.50
536415,22616,2010-12-01,3.48
536415,22775,2010-12-01,1.25
536415,22899,2010-12-01,4.20
536415,22367,2010-12-01,5.85
536415,22942,2010-12-01,25.50
536415,22941,2010-12-01,25.50
536415,22086,2010-12-01,17.70
536415,22940,2010-12-01,8.50
536415,21212,2010-12-01,1.10
536415,21976,2010-12-01,1.10
536415,22951,2010-12-01,1.10
536415,21977,2010-12-01,1.65
536415,22834,2010-12-01,6.30
536415,22867,2010-12-01,6.30
536415,22865,2010-12-01,6.30
536415,22632,2010-12-01,6.30
536415,21916,2010-12-01,0.84
536415,22587,2010-12-01,3.40
536415,22566,2010-12-01,2.55
536415,22565,2010-12-01,2.55
536415,22472,2010-12-01,9.90
536415,22557,2010-12-01,4.95
536415,22551,2010-12-01,4.95
536415,22554,2010-12-01,4.95
536415,22534,2010-12-01,1.26
536415,22531,2010-12-01,1.26
536415,22529,2010-12-01,1.26
536415,22530,2010-12-01,1.26
536415,84032B,2010-12-01,8.85
536415,22837,2010-12-01,13.95
536415,85049H,2010-12-01,2.50
536415,22749,2010-12-01,7.50
536415,22807,2010-12-01,35.40
536416,21494,2010-12-01,15.00
536416,21915,2010-12-01,90.00
536416,22938,2010-12-01,23.40
536416,22768,2010-12-01,39.80
536416,22767,2010-12-01,39.80
536416,82494L,2010-12-01,17.70
536420,21889,2010-12-01,15.00
536420,21892,2010-12-01,15.00
536420,21891,2010-12-01,15.00
536420,21890,2010-12-01,17.70
536420,21718,2010-12-01,15.00
536420,21716,2010-12-01,20.40
536420,21715,2010-12-01,20.40
536420,22113,2010-12-01,15.00
536420,22111,2010-12-01,14.85
536420,22110,2010-12-01,15.30
536420,22358,2010-12-01,17.70
536420,22357,2010-12-01,17.00
536420,22115,2010-12-01,17.70
536420,22969,2010-12-01,17.40
536423,22619,2010-12-01,15.00
536423,21481,2010-12-01,17.70
536423,22632,2010-12-01,25.20
536423,22837,2010-12-01,37.20
536423,21479,2010-12-01,30.00
536423,21485,2010-12-01,39.60
536423,84029E,2010-12-01,30.00
536423,22111,2010-12-01,79.20
536423,22113,2010-12-01,30.00
536425,22837,2010-12-01,37.20
536425,22585,2010-12-01,15.00
536425,79321,2010-12-01,39.60
536425,22637,2010-12-01,30.60
536425,21556,2010-12-01,15.30
536425,22646,2010-12-01,17.40
536425,22644,2010-12-01,17.40
536425,22645,2010-12-01,17.40
536425,22650,2010-12-01,17.40
536425,22508,2010-12-01,30.00
536425,21411,2010-12-01,12.75
536425,22511,2010-12-01,15.00
536425,22451,2010-12-01,20.10
536425,22449,2010-12-01,20.10
536425,22768,2010-12-01,19.90
536425,22829,2010-12-01,19.90
536425,22961,2010-12-01,17.40
536437,21154,2010-12-01,212.00
536437,22189,2010-12-01,244.08
536437,17021,2010-12-01,144.00
536437,22059,2010-12-01,60.00
536437,22188,2010-12-01,122.04
536437,84678,2010-12-01,60.00
536446,85172,2010-12-01,13.44
536446,22142,2010-12-01,2.90
536446,22144,2010-12-01,4.20
536446,21591,2010-12-01,7.50
536446,22480,2010-12-01,15.00
536446,22294,2010-12-01,60.00
536446,21156,2010-12-01,1.95
536446,10133,2010-12-01,4.25
536446,72800E,2010-12-01,15.30
536446,22294,2010-12-01,30.00
536446,84836,2010-12-01,15.00
536446,20774,2010-12-01,3.30
536446,20773,2010-12-01,3.30
536446,20777,2010-12-01,3.30
536446,16016,2010-12-01,8.50
536446,16014,2010-12-01,4.20
536446,21890,2010-12-01,5.90
536446,21891,2010-12-01,2.50
536446,22619,2010-12-01,30.00
536446,22620,2010-12-01,7.50
536446,84347,2010-12-01,30.60
536446,85169B,2010-12-01,30.00
536446,21156,2010-12-01,5.85
536446,21651,2010-12-01,9.90
536446,21651,2010-12-01,9.90
536446,84625C,2010-12-01,29.50
536446,22618,2010-12-01,19.90
536446,21586,2010-12-01,10.20
536446,21587,2010-12-01,10.20
536446,22152,2010-12-01,10.08
536446,85172,2010-12-01,6.72
536446,84754,2010-12-01,30.00
536460,22670,2010-12-01,15.00
536460,21586,2010-12-01,30.60
536460,84992,2010-12-01,13.20
536460,84879,2010-12-01,40.56
536460,84849B,2010-12-01,20.28
536460,22927,2010-12-01,11.90
536460,22926,2010-12-01,23.80
536460,22925,2010-12-01,11.90
536460,21977,2010-12-01,13.20
536460,21485,2010-12-01,29.70
536460,21484,2010-12-01,27.60
536460,21259,2010-12-01,11.90
536460,21257,2010-12-01,15.90
536460,21121,2010-12-01,30.00
536463,82552,2010-12-01,17.40
536464,90200B,2010-12-01,8.50
536464,90059B,2010-12-01,3.30
536464,90185C,2010-12-01,8.50
536464,90059E,2010-12-01,4.95
536464,90059C,2010-12-01,1.65
536464,90200C,2010-12-01,4.25
536464,90200D,2010-12-01,12.75
536464,90200A,2010-12-01,4.25
536464,22386,2010-12-01,1.95
536464,85099B,2010-12-01,1.95
536464,84879,2010-12-01,13.52
536464,22086,2010-12-01,2.95
536464,22737,2010-12-01,1.65
536464,21260,2010-12-01,3.25
536464,22744,2010-12-01,5.90
536464,21985,2010-12-01,0.29
536464,21980,2010-12-01,0.29
536464,22988,2010-12-01,1.25
536464,22297,2010-12-01,1.25
536464,22294,2010-12-01,1.25
536464,22295,2010-12-01,1.65
536464,22813,2010-12-01,3.90
536464,22812,2010-12-01,11.70
536464,22197,2010-12-01,4.25
536464,21977,2010-12-01,0.55
536464,22619,2010-12-01,3.75
536464,16258A,2010-12-01,0.42
536464,21992,2010-12-01,2.95
536464,22910,2010-12-01,2.95
536464,21124,2010-12-01,1.25
536464,22735,2010-12-01,3.30
536464,22952,2010-12-01,1.10
536464,22945,2010-12-01,5.10
